SOLICITUD,para,derechos,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/changan/Solicitud_para_derechos_ARCO_Changan_M_xico_VF.pdf,
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2025,gasolina,5.8,,,,●,6,,,,,,,,,,2,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,●,,,,,,,,file://data/oem_specs_processed/chevrolet/2025-Aveo-HB-Ficha-Tecnica-v3.pdf,file:ano
CHEVROLET,TRAX,D LTZ TURBO,2025,gasolina,5.0,2.5,,,AUTOMÁTICA,6,,,,,,,,,,2,0,1,,,,,,,,11.0,1,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/2025-Catalogo-Trax.pdf,file:ano
CHEVROLET,TRAX,D LTZ TURBO,2025,gasolina,5.0,,,FWD,AUTOMÁTICA,6,,,,,,,,,,2,1,1,,,,,,,,11.0,1,1,0,1,0,0,0,1,0,1,0,0,0,● ●,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/2025-Ficha-Tecnica-Trax.pdf,file:ano
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2025,gasolina,,,,,MANUAL,6,,,,,,475,,,,,1,1,4.9,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Aveo-HB-2025-BE.pdf,file:ano
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2026,gasolina,,,,,MANUAL,6,,,,,,475,,,,,1,1,4.9,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Aveo-Sedan-2026.pdf,file:ano
CHEVROLET,CAPTIVA,PREMIER BLACK EDITION D,2026,gasolina,1.5,,,,AUTOMÁTICA,,,,,,,,,,,,1,1,,,,,,,,10.4,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Captiva-2026.pdf,file:ano
CHEVROLET,GROOVE,LT MANUAL D,2025,gasolina,,,,,CVT,6,,,,,,,,,,2,1,1,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Groove-2025-TLD.pdf,file:ano
CHEVROLET,ONIX,LT D,2025,gasolina,,,,,MANUAL,5,,,,,,469,,,,2,1,1,4.27,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Onix-2025-TLD.pdf,file:ano
CHEVROLET,ONIX,PREMIER G,2026,gasolina,,,,,MANUAL,5,,,,,,,,,,2,1,1,4.27,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Onix-2026-TLD.pdf,file:ano
CHEVROLET,TAHOE,HIGH COUNTRY G,2025,gasolina,5.6,,,4X4,AUTOMÁTICA,10,,,,,,,,,,2,0,0,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Tahoe-2025.pdf,file:ano
CHEVROLET,TRACKER,LS SIN ON F,2025,gasolina,,,,FWD,AUTOMÁTICA,6,,,,,,,,,,2,1,1,3.48,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo-Tracker-2025-TLD.pdf,file:ano
CHEVROLET,TRAVERSE,LT PIEL CON QUEMACOCOS B,2025,gasolina,,,,FWD,,,,,,,,,,,,,0,0,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Catalogo_Traverse_2025.pdf,file:ano
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2026,●,5.8,,,,●,6,,,,,,475,,,,2,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Aveo-Sedan-2026.pdf,file:ano
CHEVROLET,CAPTIVA,PREMIER BLACK EDITION D,2026,gasolina,184.0,,,,●,,,,,,,,,,,2,1,0,,,,,,,,10.4,1,1,1,0,0,0,0,0,0,0,0,0,0,,,●,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Captiva-2026.pdf,file:ano
CHEVROLET,ONIX,LT D,2025,●,,,,,●,5,,,,,,,,,,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Onix-2025-TLD.pdf,file:ano
CHEVROLET,ONIX,LT D,2026,●,,,,,●,5,,,,,,,,,,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Onix-2026-TLD.pdf,file:ano
CHEVROLET,TAHOE,HIGH COUNTRY G,2025,●,5.6,,,4X4,AUTOMÁTICA,10,,,,,,,,,,2,0,0,,,,,,,,12.6,1,0,0,1,1,0,0,0,1,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Tahoe-2025-TLD.pdf,file:ano
CHEVROLET,TRACKER,4X2 HARD TOP AT BASE A,2025,gasolina,5.5,,,,●,5,,,,,,,,,,2,1,0,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,●,,●,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha-Tecnica-Tracker-2025-TLD.pdf,file:ano
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2025,●,5.8,,,,●,6,,,,,,475,,,,2,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha_Tecnica_Aveo_Sedan_2025_v3.pdf,file:ano
CHEVROLET,TRAVERSE,LT PIEL CON QUEMACOCOS B,2025,gasolina,5.5,,,FWD,AUTOMÁTICA,8,,,,,,,,,7,,1,0,,,,,,,,17.7,1,1,0,0,0,0,0,1,1,0,0,0,0,●,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/Ficha_Tecnica_Traverse_2025_TLD.pdf,file:ano
CHEVROLET,AVEO,"B LT, MANUAL CON A/A, ALARMA, RADIO, BLU",2025,gasolina,,,,,MANUAL,6,,,,,,475,,,,,1,1,4.9,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/catalogo-aveo-sedan-2025-v2.pdf,file:ano
CHEVROLET,BLAZER,PIEL B,2025,,6.7,,,FWD,AUTOMÁTICA,9,,,,,,,,,,2,0,1,,,,,,,,11.0,1,1,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/catalogo-blazer-2025-tld.pdf,file:ano
CHEVROLET,CAPTIVA,PREMIER BLACK EDITION D,2025,gasolina,1.5,,,,AUTOMÁTICA,,,,,,,,,,,,1,1,,,,,,,,10.4,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/catalogo-captiva-black-edition-2025.pdf,file:ano
CHEVROLET,GROOVE,LT Automático E,2026,gasolina,4.0,,,,,,,,,,,,,,,2,0,0,,,,,,,,10.25,1,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/catalogo-groove-2026.pdf,file:ano
CHEVROLET,SUBURBAN,5.3L D 4X4 PIEL DVD QUEMACOCOS,2025,gasolina,5.6,,,4X4,AUTOMÁTICA,10,,,,,,,,,,2,0,0,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/chevrolet/catalogo-suburban-2025.pdf,file:ano
