VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/promociones.html,"$386,990",,,,,"10,999",1,0,
VOLKSWAGEN,OFERTAS EN SERVICIO Y REFACCIONES,https://www.vw.com.mx/es/promociones/servicio-refacciones.html,"$11,600",,,,,,0,0,01 de septiembre 2025
VOLKSWAGEN,VOLKSWAGEN  FINANCIAL SERVICES ⁠ 1   FINANCIAMIENTO Y ARRENDAMIENTO,https://www.vw.com.mx/es/financiamiento.html,,,,,,,0,0,
VOLKSWAGEN,VOLKSWAGEN  USADOS CERTIFICADOS FINANCIAMIENTO Y ARRENDAMIENTO,https://www.vw.com.mx/es/financiamiento/usados-certificados.html,,,,,,,0,0,
VOLKSWAGEN,VOLKSWAGEN  FINANCIAL SERVICES VOLKSWAGEN  ¡YA!,https://www.vw.com.mx/es/financiamiento/volkswagen-ya.html,,,,,,,0,0,
VOLKSWAGEN,VW ÷ 2 FINANCIAMIENTO,https://www.vw.com.mx/es/financiamiento/vw-entre-dos.html,,,,,,,0,0,
VOLKSWAGEN,FS XCLUSIVE,https://www.vw.com.mx/es/financiamiento/fsxclusive.html,,,,,,,0,0,
VOLKSWAGEN,GARANTÍAS Y SEGUROS,https://www.vw.com.mx/es/ofertas/garantias-seguros.html,,,,,,,0,0,
VOLKSWAGEN,SEGURO AUTOMOTRIZ,https://www.vw.com.mx/es/ofertas/garantias-seguros/asegura-tu-volkswagen.html,,,,,,,0,0,
VOLKSWAGEN,GARANTÍAS,https://www.vw.com.mx/es/ofertas/garantias-seguros/garantias.html,,,,,,,0,0,
VOLKSWAGEN,SEGURO DE ROBO DE AUTOPARTES,https://www.vw.com.mx/es/ofertas/garantias-seguros/seguro-robo-autopartes.html,"$25,000",,,,,,0,1,
VOLKSWAGEN,SEGURO AUTOMOTRIZ,https://www.vw.com.mx/es/ofertas/garantias-seguros/seguro-automotriz.html,,,,,,,0,0,
VOLKSWAGEN,COBERTURA DE PROTECCIÓN ADICIONAL PLUS,https://www.vw.com.mx/es/ofertas/garantias-seguros/cpa-plus.html,"$230,001",,,,,,0,0,
VOLKSWAGEN,PROMOCIÓN    SAVEIRO ROBUST 2025,https://www.vw.com.mx/es/promociones/saveiro.html,"$299,990","41,000",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN    SAVEIRO ROBUST 2026,https://www.vw.com.mx/es/promociones/saveiro-2026.html,"$341,490",,,,,,0,1,
VOLKSWAGEN,PROMOCIÓN NUEVO NIVUS  HIGHLINE 2026,https://www.vw.com.mx/es/promociones/nivus.html,"$480,490",,,,,,0,0,
VOLKSWAGEN,PROMOCIÓN VIRTUS  COMFORTLINE 2025,https://www.vw.com.mx/es/promociones/virtus.html,"$43,848","17,002",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN  JETTA  SPORTLINE 2025,https://www.vw.com.mx/es/promociones/jetta.html,"$47,080","15,463",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN  JETTA  SPORTLINE 2025,https://www.vw.com.mx/es/promociones/jetta-gli.html,"$47,080","15,463",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN  TAIGUN  COMFORTLINE 2025,https://www.vw.com.mx/es/promociones/taigun.html,"$39,500","12,756",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN NUEVO TAOS  TRENDLINE 2025,https://www.vw.com.mx/es/promociones/taos.html,"$489,280","31,984",,,,,1,0,
VOLKSWAGEN,PROMOCIÓN     TERAMONT   TRENDLINE 2025,https://www.vw.com.mx/es/promociones/teramont.html,"$131,201","69,023",,,,"10,999",1,1,
VOLKSWAGEN,PROMOCIÓN   CROSS SPORT  2025,https://www.vw.com.mx/es/promociones/cross-sport.html,"$166,609","86,849",,,,"13,699",1,0,
VOLKSWAGEN,PROMOCIÓN  NUEVO TIGUAN  TRENDLINE 2025,https://www.vw.com.mx/es/promociones/tiguan.html,"$599,990",,,,,,1,0,
VOLKSWAGEN,PROMOCIÓN     VOLKSWAGEN   POLO  TRACK 2026,https://www.vw.com.mx/es/promociones/polo.html,"$15,590","5,113",,,,,0,0,
VOLKSWAGEN,PROMOCIÓN    SAVEIRO ROBUST 2025,https://www.vw.com.mx/es/promociones/saveiro-extreme.html,"$299,990","41,000",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN  JETTA  SPORTLINE 2025,https://www.vw.com.mx/es/promociones/jetta-sportline.html,"$47,080","15,463",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN NUEVO GTI 2025,https://www.vw.com.mx/es/promociones/gti.html,"$836,990",,,,,,1,0,
